cod_enc,city,school,cod_inst,gender,ida_time,ida_time_g1,ida_bythemself,vuelta_bythemself,parent_studies,family_vehicle,household_income,walk,mode_ida,mode_vuelta,mode_ida_g1,mode_vuelta_g1,mode_ida_g2,mode_vuelta_g2,mode_active,motiv_modo_distancia,motiv_modo_seguridad_vial,motiv_modo_seguridad_personal,motiv_modo_relaciones_sociales,motiv_modo_costo,motiv_modo_salud,motiv_modo_conveniencia,motiv_modo_na,preocupa_distancia,preocupa_trafico,preocupa_velocidad,preocupa_tiempo,preocupa_seguridad_cruces,preocupa_falta_policias,preocupa_violencia,preocupa_frio_calor,preocupa_lluvia,preocupa_peso,preocupa_falta_otros_adultos,preocupa_aceras,preocupa_falta_otros_ninos,preocupa_aburrido_caminar,preocupa_falta_otros_adultos_bici,preocupa_falta_ciclovias,preocupa_falta_lugares_bici,preocupa_falta_otrosninos_bici,preocupa_aburrido_bici,bnfam_obesity,bnfam_cvrisk,bnfam_traffic,bnfam_academic,bnfam4l_obesity,bnfam4l_cvrisk,bnfam4l_traffic,bnfam4l_academic,improve_menor_distancia,improve_menor_trafico,improve_seguridad_intersecciones,improve_menor_crimen,improve_mas_gente,improve_veredas,improve_ciclovia,improve_lugares_bici,improve_masninos_bici,dens_cat,emaps_cat
IM_008,Cuenca,Isabel Moscoso,01H00491,Male,0-5,less_15,No,Yes,Yes,Yes,high,Yes,Walk,Walk,Active,Active,Active,Active,Yes,1,0,0,0,0,0,0,0,Not at all,Not at all,Some,A little,A lot,A lot,A lot,A little,Some,A little,A little,Some,Some,A little,A little,A lot,Some,A little,A little,Disagree,Disagree,Disagree,Disagree,Totally disagree,Totally disagree,Totally disagree,Totally disagree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Low,High
IM_009,Cuenca,Isabel Moscoso,01H00491,Male,6-15,less_15,No,No,Yes,No,low,No,Public bus,Public bus,Public bus,Public bus,Motorised,Motorised,No,0,0,0,0,0,0,0,1,A lot,A lot,A lot,A lot,A lot,A lot,A lot,Some,Some,A lot,A lot,A lot,A lot,A lot,NA,NA,NA,NA,NA,Agree,Agree,Agree,Agree,Totally agree,Totally agree,Totally agree,Somehow agree,No,No,No,No,No,No,No,No,No,Low,High
IM_010,Cuenca,Isabel Moscoso,01H00491,Female,6-15,less_15,No,No,No,No,mid,Yes,Walk,Walk,Active,Active,Active,Active,Yes,1,0,0,0,0,0,0,0,A little,Some,Some,Some,Some,Some,Some,NA,A little,A little,Some,A lot,A lot,Some,A little,Not at all,A little,A little,A lot,Agree,Agree,Agree,Agree,Totally agree,Totally agree,Totally agree,Somehow agree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Low,High
IM_011,Cuenca,Isabel Moscoso,01H00491,Male,0-5,less_15,No,No,Yes,No,low,Yes,Walk,Walk,Active,Active,Active,Active,Yes,1,0,0,0,0,0,0,0,A lot,A lot,A lot,A lot,A lot,A lot,A lot,Some,NA,NA,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,Agree,Agree,Agree,Agree,Totally agree,Totally agree,Totally agree,Totally agree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Low,High
IM_012,Cuenca,Isabel Moscoso,01H00491,Female,31-60,more_15,No,No,No,No,mid,No,Public bus,Public bus,Public bus,Public bus,Motorised,Motorised,No,1,0,0,0,0,0,0,0,A lot,A lot,A lot,A lot,A lot,A lot,A lot,Some,Some,A lot,A lot,A lot,Some,Some,A lot,A lot,A lot,A lot,A lot,Disagree,Disagree,Disagree,Disagree,Totally disagree,Totally disagree,Somehow disagree,Totally disagree,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Low,High
IM_013,Cuenca,Isabel Moscoso,01H00491,Male,6-15,less_15,Yes,Yes,No,No,low,Yes,Walk,Walk,Active,Active,Active,Active,Yes,0,0,0,0,0,0,0,1,Some,A lot,A lot,A lot,A lot,A lot,A lot,Some,A lot,A lot,Some,A lot,A lot,Some,Some,Some,Some,Some,Some,Agree,Agree,Agree,Agree,Totally agree,Totally agree,Totally agree,Totally agree,Yes,Yes,NA,Yes,Yes,NA,NA,NA,Yes,Low,High
IM_014,Cuenca,Isabel Moscoso,01H00491,Female,0-5,less_15,No,No,Yes,No,mid,Yes,Walk,Walk,Active,Active,Active,Active,Yes,0,0,0,0,0,0,0,1,A lot,A lot,A lot,A lot,A lot,A lot,A lot,Some,Not at all,A lot,A lot,A lot,A little,Not at all,Not at all,A lot,A little,Not at all,Not at all,Disagree,Disagree,Disagree,Disagree,Totally disagree,Totally disagree,Totally disagree,Totally disagree,No,No,No,No,No,Yes,Yes,No,No,Low,High
IM_015,Cuenca,Isabel Moscoso,01H00491,Female,6-15,less_15,Yes,Yes,Yes,No,low,Yes,Public bus,Public bus,Public bus,Public bus,Motorised,Motorised,No,1,0,1,0,0,0,0,0,A lot,A lot,A lot,A lot,A lot,Some,A lot,Some,A lot,Some,Some,A lot,Some,A little,NA,NA,NA,NA,NA,Agree,Agree,Agree,Agree,Totally agree,Totally agree,Totally agree,Somehow agree,Yes,Yes,Yes,Yes,Yes,Yes,No,NA,Yes,Low,High
IM_016,Cuenca,Isabel Moscoso,01H00491,Female,0-5,less_15,No,No,No,Yes,mid,No,Private car,Private car,Private vehicle,Private vehicle,Motorised,Motorised,No,0,0,1,0,0,0,0,0,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,Not at all,A lot,A lot,A lot,A lot,Not at all,Agree,Agree,Agree,Disagree,Totally agree,Totally agree,Totally agree,Totally disagree,No,No,No,No,No,No,No,No,Yes,Low,High
IM_017,Cuenca,Isabel Moscoso,01H00491,Male,6-15,less_15,No,No,Yes,No,low,Yes,Walk,Walk,Active,Active,Active,Active,Yes,1,0,0,0,0,0,0,0,A lot,A lot,A lot,A lot,A lot,A lot,A lot,Some,A lot,A lot,A lot,A lot,A lot,Not at all,A little,A lot,NA,NA,NA,Agree,Disagree,Disagree,Agree,Somehow agree,Totally disagree,Totally disagree,Somehow agree,No,No,Yes,Yes,No,No,No,No,No,Low,High
I-IOP-029,Ibarra,Agustín Cueva,10H00004,Male,31-60,more_15,No,No,No,No,mid,Yes,Public bus,Public bus,Public bus,Public bus,Motorised,Motorised,No,1,0,0,0,0,0,0,0,A lot,A lot,A lot,A lot,A lot,A lot,A little,Some,A lot,A little,A lot,A little,Some,A little,NA,NA,NA,NA,NA,Agree,Agree,Agree,Agree,Totally agree,Totally agree,Totally agree,Totally agree,Yes,Yes,NA,NA,Yes,Yes,NA,Yes,Yes,Low,NA
I-IOP-028,Ibarra,Agustín Cueva,10H00004,Male,6-15,less_15,No,No,Yes,No,low,No,Public bus,Public bus,Public bus,Public bus,Motorised,Motorised,No,1,0,0,0,0,0,0,0,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,NA,A lot,A lot,A lot,A lot,A lot,Agree,Agree,Agree,Agree,Totally agree,Totally agree,Somehow agree,Somehow agree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Low,NA
I-IOP-027,Ibarra,Agustín Cueva,10H00004,Male,16-30,more_15,Yes,No,NA,Yes,low,No,Public bus,Public bus,Public bus,Public bus,Motorised,Motorised,No,0,0,0,0,0,0,0,1,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,NA,NA,NA,Disagree,NA,NA,NA,Somehow disagree,Yes,Yes,NA,Yes,Yes,Yes,Yes,Yes,Yes,Low,NA
I-IOP-026,Ibarra,Agustín Cueva,10H00004,Female,0-5,less_15,No,No,No,Yes,mid,No,Public bus,Public bus,Public bus,Public bus,Motorised,Motorised,No,0,0,0,0,0,0,0,1,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,Some,A lot,A lot,A lot,A lot,NA,NA,NA,NA,NA,Agree,Agree,Agree,NA,Totally agree,Totally agree,Totally agree,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Low,NA
I-IOP-025,Ibarra,Agustín Cueva,10H00004,Male,16-30,more_15,Yes,No,Yes,No,NA,Yes,Public bus,Public bus,Public bus,Public bus,Motorised,Motorised,No,0,0,0,0,0,0,0,1,NA,NA,NA,A lot,A lot,A lot,A lot,A little,A lot,A lot,A lot,A lot,Not at all,A lot,Not at all,A lot,Not at all,NA,Not at all,Agree,Agree,Agree,Agree,Totally agree,Totally agree,Totally agree,Totally agree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Low,NA
I-IOP-024,Ibarra,Agustín Cueva,10H00004,Female,0-5,less_15,No,No,No,Yes,low,No,Motorbike,Motorbike,Private vehicle,Private vehicle,Motorised,Motorised,No,0,0,0,0,0,0,0,1,A little,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Low,NA
I-IOP-023,Ibarra,Agustín Cueva,10H00004,Female,6-15,less_15,Yes,Yes,Yes,No,NA,No,Public bus,Public bus,Public bus,Public bus,Motorised,Motorised,No,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Disagree,Disagree,NA,NA,Totally disagree,Totally disagree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,NA
IM_018,Cuenca,Isabel Moscoso,01H00491,Female,0-5,less_15,No,No,Yes,No,mid,Yes,Walk,Walk,Active,Active,Active,Active,Yes,0,0,0,0,0,0,0,1,A little,NA,A lot,A lot,NA,NA,A lot,A lot,NA,NA,A lot,NA,A lot,Not at all,NA,NA,NA,NA,A little,Agree,Agree,Agree,Agree,Somehow agree,Totally agree,Totally agree,Somehow agree,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Low,High
IM_019,Cuenca,Isabel Moscoso,01H00491,Female,6-15,less_15,No,Yes,No,No,mid,Yes,Walk,Walk,Active,Active,Active,Active,Yes,1,0,0,0,0,0,0,0,Some,Some,A little,A lot,A lot,A lot,A lot,A little,Some,A lot,Some,A lot,Some,A little,Some,Some,A little,Some,Some,Agree,Agree,Agree,Agree,Somehow agree,Totally agree,Totally agree,Somehow agree,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Low,High
IM_020,Cuenca,Isabel Moscoso,01H00491,Female,0-5,less_15,No,Yes,No,Yes,low,Yes,Walk,Walk,Active,Active,Active,Active,Yes,0,1,1,0,0,0,0,0,A lot,Not at all,A lot,A little,A lot,A lot,Some,Not at all,Not at all,A lot,Some,A lot,A little,Not at all,NA,NA,NA,NA,NA,Agree,Agree,Agree,Agree,Totally agree,Totally agree,Totally agree,Totally agree,Yes,No,No,No,No,No,NA,NA,NA,Low,High
IM_021,Cuenca,Isabel Moscoso,01H00491,Male,16-30,more_15,Yes,Yes,Yes,Yes,high,Yes,Walk,Walk,Active,Active,Active,Active,Yes,0,0,0,0,0,0,1,0,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A little,Some,A lot,A lot,A lot,A lot,A lot,Some,A little,Agree,Disagree,Disagree,Disagree,Totally agree,Totally disagree,Totally disagree,Totally disagree,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Low,High
IM_022,Cuenca,Isabel Moscoso,01H00491,Male,6-15,less_15,No,Yes,No,Yes,low,Yes,Walk,Walk,Active,Active,Active,Active,Yes,0,0,0,0,0,0,1,0,A lot,A lot,A lot,A lot,A lot,A lot,A lot,Some,A lot,A lot,A lot,A lot,A lot,Some,NA,NA,NA,NA,NA,Agree,Disagree,Agree,Disagree,Totally agree,Somehow disagree,Totally agree,Somehow disagree,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Low,High
IM_023,Cuenca,Isabel Moscoso,01H00491,Female,6-15,less_15,No,No,No,Yes,NA,Yes,Walk,Walk,Active,Active,Active,Active,Yes,1,0,0,0,0,0,0,0,A lot,A lot,A lot,A lot,A lot,A lot,A little,A little,Some,A lot,A lot,A lot,A lot,A little,Some,A lot,A lot,A lot,A little,Disagree,Disagree,Disagree,Disagree,Totally disagree,Totally disagree,Totally disagree,Totally disagree,No,No,No,No,No,No,No,No,No,Low,High
IM_024,Cuenca,Isabel Moscoso,01H00491,Male,6-15,less_15,No,No,Yes,No,low,Yes,Public bus,Public bus,Public bus,Public bus,Motorised,Motorised,No,1,0,0,0,0,0,0,0,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,Some,A lot,Some,A lot,Some,A lot,Some,Some,Some,Some,Some,Agree,Agree,Agree,Agree,Totally agree,Totally agree,Totally agree,Totally agree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Low,High
IM_025,Cuenca,Isabel Moscoso,01H00491,Male,16-30,more_15,No,No,Yes,No,low,Yes,Public bus,Public bus,Public bus,Public bus,Motorised,Motorised,No,1,1,1,0,0,0,0,0,A lot,A lot,A lot,A lot,A lot,A lot,A lot,Some,Some,Some,A lot,A lot,A lot,A little,A lot,A lot,Some,Some,Some,Agree,Agree,Agree,Disagree,Somehow agree,Totally agree,Somehow agree,Somehow disagree,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Low,High
IM_026,Cuenca,Isabel Moscoso,01H00491,Male,16-30,more_15,No,No,Yes,No,low,Yes,Walk,Walk,Active,Active,Active,Active,Yes,0,0,0,1,0,0,0,0,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A little,A lot,A lot,A lot,A lot,A lot,Not at all,A lot,A lot,A lot,Not at all,Not at all,Disagree,Agree,Disagree,Agree,Somehow disagree,Somehow agree,Somehow disagree,Somehow agree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Low,High
IM_027,Cuenca,Isabel Moscoso,01H00491,Male,6-15,less_15,Yes,Yes,No,Yes,mid,Yes,Walk,Walk,Active,Active,Active,Active,Yes,1,0,0,0,0,0,0,0,Some,Not at all,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,Not at all,Not at all,A lot,A lot,Some,Not at all,Agree,Agree,Agree,Agree,Totally agree,Totally agree,Totally agree,Totally agree,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Low,High
IM_028,Cuenca,Isabel Moscoso,01H00491,Female,6-15,less_15,Yes,Yes,Yes,No,NA,Yes,Walk,Walk,Active,Active,Active,Active,Yes,0,0,0,0,0,0,0,1,Some,Some,Some,Some,Some,Some,Some,Some,Some,Some,Some,Some,Some,Some,Some,Some,Some,Some,Some,Agree,Agree,Agree,Agree,Totally agree,Totally agree,Totally agree,Totally agree,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Low,High
I-DLJ-018,Ibarra,Velasco Ibarra,10H00090,Female,16-30,more_15,Yes,Yes,Yes,Yes,low,No,Public bus,Public bus,Public bus,Public bus,Motorised,Motorised,No,1,0,0,0,0,0,0,0,Not at all,A lot,A lot,A little,A lot,A lot,A lot,Not at all,Not at all,Not at all,A lot,A lot,A lot,Not at all,Not at all,A lot,A lot,A little,Not at all,Agree,Agree,Agree,Agree,Totally agree,Totally agree,Totally agree,Totally agree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,High,Low
I-DLJ-019,Ibarra,Velasco Ibarra,10H00090,Male,16-30,more_15,No,Yes,Yes,No,mid,Yes,Walk,Walk,Active,Active,Active,Active,Yes,1,0,0,0,0,0,0,0,A lot,A lot,A lot,A lot,A lot,A lot,A lot,Some,A lot,A lot,Some,A lot,Some,Some,A little,Some,Some,A little,A little,Agree,Agree,Agree,Disagree,Somehow agree,Totally agree,Somehow agree,Somehow disagree,No,No,Yes,No,No,No,No,No,No,High,Low
I-DLJ-020,Ibarra,Velasco Ibarra,10H00090,NA,16-30,more_15,Yes,Yes,No,NA,NA,Yes,Public bus,Public bus,Public bus,Public bus,Motorised,Motorised,No,0,0,0,0,1,0,0,0,NA,A lot,A lot,A lot,A lot,A lot,Some,Some,A lot,A lot,Some,Some,Some,Some,A lot,A lot,A lot,A lot,A lot,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,High,Low
I-DLJ-021,Ibarra,Velasco Ibarra,10H00090,Female,6-15,less_15,Yes,Yes,Yes,No,mid,Yes,Public bus,Public bus,Public bus,Public bus,Motorised,Motorised,No,1,0,0,0,0,0,1,0,Some,A lot,A lot,A lot,A lot,A lot,A lot,Some,Some,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,Agree,Agree,Agree,Agree,Totally agree,Totally agree,Totally agree,Totally agree,No,No,No,No,No,No,No,No,No,High,Low
I-FJC-001,Ibarra,Ana Luisa Leoro,10H00050,Female,>60,more_15,No,No,No,Yes,low,Yes,Public bus,Public bus,Public bus,Public bus,Motorised,Motorised,No,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,A lot,NA,NA,NA,NA,NA,NA,NA,NA,NA,A lot,NA,NA,NA,Agree,NA,NA,NA,Totally agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,Low
I-DLJ-022,Ibarra,Velasco Ibarra,10H00090,Male,16-30,more_15,No,No,Yes,No,NA,Yes,Public bus,Public bus,Public bus,Public bus,Motorised,Motorised,No,0,0,0,0,0,0,1,0,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A little,Some,A lot,A lot,A lot,A lot,Some,NA,NA,NA,NA,NA,Disagree,Agree,Agree,Disagree,Totally disagree,Totally agree,Totally agree,Somehow disagree,No,No,No,No,No,No,No,No,No,High,Low
I-ABP-030,Ibarra,Velasco Ibarra,10H00090,Female,6-15,less_15,Yes,Yes,Yes,Yes,low,No,Public bus,Public bus,Public bus,Public bus,Motorised,Motorised,No,0,0,0,0,0,0,1,0,A lot,A lot,A lot,A lot,A lot,Some,A lot,Some,Some,A lot,A lot,A lot,A lot,A little,A lot,A lot,Some,Some,A little,Agree,Agree,Agree,Agree,Totally agree,Somehow agree,Totally agree,Totally agree,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,High,Low
I-ABP-029,Ibarra,Velasco Ibarra,10H00090,Male,31-60,more_15,No,No,Yes,Yes,low,No,Private car,Private car,Private vehicle,Private vehicle,Motorised,Motorised,No,0,0,0,0,0,0,1,0,NA,A lot,A lot,Some,A lot,A lot,A lot,Some,A lot,Some,A little,A little,A little,Not at all,A little,Some,Some,Some,A little,Agree,Agree,Agree,Agree,Totally agree,Totally agree,Totally agree,Totally agree,NA,Yes,Yes,Yes,NA,Yes,Yes,Yes,Yes,High,Low
I-ABP-028,Ibarra,Velasco Ibarra,10H00090,NA,16-30,more_15,No,No,Yes,Yes,mid,No,Private car,Private car,Private vehicle,Private vehicle,Motorised,Motorised,No,0,0,1,0,0,0,0,0,Some,A lot,A lot,Some,A lot,A lot,A lot,Some,A lot,Some,A lot,A lot,A lot,A little,A little,A lot,Some,Some,A little,Agree,Agree,Agree,Agree,Totally agree,Totally agree,Totally agree,Totally agree,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,High,Low
I-ABP-027,Ibarra,Velasco Ibarra,10H00090,NA,6-15,less_15,No,No,Yes,Yes,mid,Yes,School bus,School bus,School bus,School bus,Motorised,Motorised,No,0,0,1,0,0,0,0,0,A lot,A lot,A lot,A lot,A lot,A lot,A lot,Some,A lot,A lot,A lot,A lot,A lot,Some,A lot,A lot,A lot,A lot,Some,Agree,Agree,Agree,Agree,Totally agree,Totally agree,Totally agree,Somehow agree,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,High,Low
I-ABP-026,Ibarra,Velasco Ibarra,10H00090,NA,6-15,less_15,No,No,Yes,No,mid,Yes,Walk,Walk,Active,Active,Active,Active,Yes,0,0,1,0,0,0,0,0,A lot,A lot,A lot,A lot,A lot,A lot,A lot,Some,A lot,Some,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,Some,Agree,Agree,Agree,Agree,Totally agree,Totally agree,Totally agree,Somehow agree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,High,Low
I-ABP-025,Ibarra,Velasco Ibarra,10H00090,Female,6-15,less_15,No,Yes,No,Yes,NA,Yes,Private car,Private car,Private vehicle,Private vehicle,Motorised,Motorised,No,0,0,1,0,0,0,0,0,NA,A lot,A little,A lot,Some,A lot,A lot,Not at all,Some,A lot,Some,A lot,A little,Some,Some,A lot,Some,A little,A lot,Agree,Agree,Agree,Agree,Totally agree,Totally agree,Totally agree,Somehow agree,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,High,Low
I-ABP-024,Ibarra,Velasco Ibarra,10H00090,Female,16-30,more_15,Yes,Yes,No,No,low,Yes,Public bus,Public bus,Public bus,Public bus,Motorised,Motorised,No,0,0,0,0,0,0,1,0,A lot,A lot,NA,Some,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,High,Low
I-AGB-035,Ibarra,Ana Luisa Leoro,10H00050,Female,16-30,more_15,No,No,Yes,Yes,mid,Yes,Private car,Private car,Private vehicle,Private vehicle,Motorised,Motorised,No,1,1,1,0,0,0,0,0,A lot,A lot,A lot,A lot,A lot,A lot,A lot,Some,A lot,A lot,A lot,A lot,A lot,Some,A lot,A lot,A lot,A lot,A lot,Agree,Agree,Agree,Agree,Totally agree,Totally agree,Totally agree,Somehow agree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,High,Low
I-AGB-034,Ibarra,Ana Luisa Leoro,10H00050,Female,6-15,less_15,No,No,Yes,No,mid,Yes,Public bus,Public bus,Public bus,Public bus,Motorised,Motorised,No,1,0,1,0,0,0,0,0,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,Agree,Agree,Agree,Agree,Somehow agree,Totally agree,Totally agree,Somehow agree,No,No,No,No,No,No,No,No,No,High,Low
I-AGB-033,Ibarra,Ana Luisa Leoro,10H00050,Male,6-15,less_15,No,No,Yes,No,low,Yes,Walk,Walk,Active,Active,Active,Active,Yes,0,0,0,0,0,0,0,1,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,Some,Some,Some,Some,Some,A lot,Some,Some,Agree,Agree,Agree,Agree,Totally agree,Totally agree,Totally agree,Totally agree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,High,Low
I-AGB-032,Ibarra,Ana Luisa Leoro,10H00050,Female,31-60,more_15,Yes,No,No,No,mid,Yes,Walk,Walk,Active,Active,Active,Active,Yes,0,0,0,0,0,0,0,1,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A little,A lot,A lot,A lot,A lot,A little,Agree,Agree,Agree,Agree,Totally agree,Totally agree,Totally agree,Totally agree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,High,Low
I-AGB-031,Ibarra,Ana Luisa Leoro,10H00050,Female,0-5,less_15,No,No,Yes,Yes,low,No,Private car,Private car,Private vehicle,Private vehicle,Motorised,Motorised,No,0,0,0,0,0,0,0,1,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,Some,Some,A lot,Some,Some,Some,Disagree,Disagree,Disagree,Disagree,Totally disagree,Totally disagree,Totally disagree,Totally disagree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,High,Low
I-AGB-030,Ibarra,Ana Luisa Leoro,10H00050,Male,16-30,more_15,Yes,Yes,Yes,No,low,No,Public bus,Public bus,Public bus,Public bus,Motorised,Motorised,No,0,0,0,0,1,0,0,0,A lot,A lot,A lot,Some,A lot,A lot,A lot,Some,A lot,A lot,A little,Some,Some,A little,A lot,A lot,A lot,A little,A little,Agree,Agree,Agree,Agree,Somehow agree,Somehow agree,Somehow agree,Somehow agree,No,No,No,No,No,No,No,No,No,High,Low
I-AGB-029,Ibarra,Ana Luisa Leoro,10H00050,NA,6-15,less_15,No,No,Yes,Yes,mid,Yes,Walk,Walk,Active,Active,Active,Active,Yes,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Disagree,Disagree,Agree,Agree,Totally disagree,Totally disagree,Somehow agree,Somehow agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,Low
I-AGB-028,Ibarra,Ana Luisa Leoro,10H00050,NA,16-30,more_15,No,No,Yes,No,mid,Yes,Walk,Walk,Active,Active,Active,Active,Yes,0,0,1,0,0,0,0,0,A lot,A lot,A lot,Some,A lot,A lot,A lot,Some,A lot,Some,A lot,A lot,A lot,Some,NA,NA,NA,NA,NA,Disagree,Disagree,Disagree,Disagree,Totally disagree,Totally disagree,Totally disagree,Totally disagree,Yes,Yes,Yes,Yes,No,No,Yes,No,No,High,Low
I-AGB-027,Ibarra,Ana Luisa Leoro,10H00050,Female,31-60,more_15,Yes,Yes,Yes,No,low,Yes,Public bus,Public bus,Public bus,Public bus,Motorised,Motorised,No,0,0,0,0,1,0,1,0,A lot,A lot,A lot,A lot,A lot,A lot,A lot,Some,A lot,A lot,Some,A lot,A lot,Not at all,Some,A lot,A lot,Some,Not at all,Disagree,Agree,Disagree,Disagree,Totally disagree,Somehow agree,Somehow disagree,Somehow disagree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,High,Low
I-AGB-026,Ibarra,Ana Luisa Leoro,10H00050,Female,0-5,less_15,No,No,Yes,Yes,NA,Yes,Walk,Walk,Active,Active,Active,Active,Yes,1,0,0,0,0,0,0,0,A lot,A lot,A lot,A lot,A lot,A little,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A little,A little,A little,A lot,A little,A little,Agree,Agree,Agree,Agree,Totally agree,Totally agree,Totally agree,Totally agree,Yes,No,No,No,No,No,No,No,No,High,Low
I-AGB-025,Ibarra,Ana Luisa Leoro,10H00050,Male,6-15,less_15,No,No,Yes,Yes,mid,No,Private car,Private car,Private vehicle,Private vehicle,Motorised,Motorised,No,0,1,0,0,0,0,0,0,A lot,A lot,A lot,A lot,A lot,A lot,A lot,Some,A lot,A lot,A lot,Some,A lot,A little,A little,A little,A lot,A little,A little,Agree,Agree,Agree,Agree,Totally agree,Totally agree,Totally agree,Totally agree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,High,Low
I-AGB-024,Ibarra,Ana Luisa Leoro,10H00050,Male,6-15,less_15,No,No,Yes,Yes,low,Yes,Public bus,Public bus,Public bus,Public bus,Motorised,Motorised,No,0,0,0,0,0,0,0,1,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,Disagree,Disagree,Disagree,Disagree,Totally disagree,Totally disagree,Totally disagree,Totally disagree,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,High,Low
